title,text,subject,date,label
Officials review diplomatic figures in border talks records,"According to a statement issued on 17-Jul-19, the department reviewed diplomatic data for the quarter. The announcement followed a month-long review in which the numbers were cross-checked against records from border talks. Additional documentation is expected to be made available on the public register.",technology,25-Oct-20,REAL
BREAKING: the government scandal destroys everything - share before it's deleted!!!,Insiders whispered the TRUTH about the government and it is worse than you could ever imagine!!! Documents that nobody can verify (for reasons that are OBVIOUS) show that the secret footage was hidden from YOU!!! Comment your reaction NOW and tag everyone you know!!!,world,24-Feb-19,FAKE
Officials review health figures in hospital records,"Analysts said on 27-Jan-19 that health indicators remained within the expected range, citing official records. Researchers noted that the results, published in hospital, are consistent with data collected over the previous year. The office declined to comment beyond the prepared statement.",sports,23-Jul-19,REAL
Officials review government figures in legislation records,A report published on 15-Jan-20 describes how government developments were documented by the agency. The agency stated that further updates concerning legislation would be provided during the next scheduled briefing. Additional documentation is expected to be made available on the public register.,politics,27-Sep-19,REAL
"BOMBSHELL: vaccines conspiracy finally uncovered, mainstream media silent!!!",Insiders whispered the TRUTH about vaccines and it is worse than you could ever imagine!!! They deleted the evidence about the deleted files but we saved it - share this before it disappears!!! Comment your reaction NOW and tag everyone you know!!!,health,01-Jan-19,FAKE
You won't BELIEVE what insiders revealed about the media - banned truth!!!,This one weird trick about the media changed everything and experts are FURIOUS!!! Documents that nobody can verify (for reasons that are OBVIOUS) show that the deleted files was hidden from YOU!!! If you believe the official story you are being DECEIVED!!! Wake up sheeple!!!,health,29-Jan-20,FAKE
Officials review economy figures in trade records,"Analysts said on 28-May-20 that economy indicators remained within the expected range, citing official records. Researchers noted that the results, published in trade, are consistent with data collected over the previous year. The department said it would continue to monitor the situation through standard channels.",technology,17-Sep-21,REAL
Officials review health figures in hospital records,A report published on 12-Mar-20 describes how health developments were documented by the agency. Independent observers who reviewed the materials in hospital described the process as routine and orderly. Additional documentation is expected to be made available on the public register.,health,09-Mar-20,REAL
SHOCKING!!! vaccines secret plan EXPOSED - what they don't want you to know!!!,WAKE UP people!!! vaccines is a total LIE and we have PROOF!!! They deleted the evidence about the banned report but we saved it - share this before it disappears!!! SHARE THIS before it gets taken down!!! WAKE UP!!!,world,09-Jul-20,FAKE
Officials review technology figures in research records,The ministry announced on 01-Nov-20 that technology statistics had been verified by an independent auditor. The agency stated that further updates concerning research would be provided during the next scheduled briefing. The office declined to comment beyond the prepared statement.,business,17-Feb-20,REAL
Officials review health figures in hospital records,"Analysts said on 03-Mar-19 that health indicators remained within the expected range, citing official records. The announcement followed a month-long review in which the numbers were cross-checked against records from hospital. The office declined to comment beyond the prepared statement.",technology,04-Jul-19,REAL
Officials review health figures in public health records,"Analysts said on 14-Apr-20 that health indicators remained within the expected range, citing official records. The announcement followed a month-long review in which the numbers were cross-checked against records from public health. The office declined to comment beyond the prepared statement.",world,01-Jun-19,REAL
MIRACLE cure for vaccines discovered - doctors HATE this one trick!!!,Insiders whispered the TRUTH about vaccines and it is worse than you could ever imagine!!! A former employee who wants to stay completely anonymous said the truth about the leaked memo is UNBELIEVABLE!!! The fact that this is not on the news proves EVERYTHING!!!,entertainment,09-Jun-19,FAKE
Officials review economy figures in employment records,"A report published on 19-Jul-20 describes how economy developments were documented by the agency. Researchers noted that the results, published in employment, are consistent with data collected over the previous year. Additional documentation is expected to be made available on the public register.",health,26-Oct-20,REAL
Officials review government figures in ministry records,Officials confirmed on 29-May-20 that government figures were released following a routine review. The announcement followed a month-long review in which the numbers were cross-checked against records from ministry. The department said it would continue to monitor the situation through standard channels.,health,17-Feb-19,REAL
Health update issued after public health review,A report published on 12-Sep-20 describes how health developments were documented by the agency. Independent observers who reviewed the materials in public health described the process as routine and orderly. No unusual activity was reported in connection with the matter.,world,14-Sep-21,REAL
Officials review government figures in parliament records,A report published on 10-Nov-20 describes how government developments were documented by the agency. A spokesperson said the findings in parliament were based on filings submitted under existing disclosure rules. Additional documentation is expected to be made available on the public register.,technology,05-Sep-21,REAL
Officials review technology figures in semiconductors records,"Officials confirmed on 10-Aug-20 that technology figures were released following a routine review. Researchers noted that the results, published in semiconductors, are consistent with data collected over the previous year. The office declined to comment beyond the prepared statement.",business,08-Jul-19,REAL
Technology update issued after engineering review,A report published on 10-Apr-21 describes how technology developments were documented by the agency. A spokesperson said the findings in engineering were based on filings submitted under existing disclosure rules. No unusual activity was reported in connection with the matter.,technology,07-Feb-19,REAL
SHOCKING!!! the election secret plan EXPOSED - what they don't want you to know!!!,This one weird trick about the election changed everything and experts are FURIOUS!!! A former employee who wants to stay completely anonymous said the truth about the leaked memo is UNBELIEVABLE!!! The fact that this is not on the news proves EVERYTHING!!!,health,18-Jun-19,FAKE
You won't BELIEVE what insiders revealed about 5G networks - banned truth!!!,Shocking new evidence about 5G networks has just leaked and they are trying to BAN this article!!! A former employee who wants to stay completely anonymous said the truth about the leaked memo is UNBELIEVABLE!!! Comment your reaction NOW and tag everyone you know!!!,health,27-Jul-21,FAKE
"BOMBSHELL: 5G networks conspiracy finally uncovered, mainstream media silent!!!",The mainstream media will NEVER show you this about 5G networks - 100% guaranteed!!! A former employee who wants to stay completely anonymous said the truth about the banned report is UNBELIEVABLE!!! SHARE THIS before it gets taken down!!! WAKE UP!!!,politics,19-Jun-20,FAKE
MIRACLE cure for the government discovered - doctors HATE this one trick!!!,Insiders whispered the TRUTH about the government and it is worse than you could ever imagine!!! A former employee who wants to stay completely anonymous said the truth about the secret footage is UNBELIEVABLE!!! Comment your reaction NOW and tag everyone you know!!!,politics,27-Feb-21,FAKE
Officials review technology figures in software records,"The ministry announced on 06-Sep-19 that technology statistics had been verified by an independent auditor. Researchers noted that the results, published in software, are consistent with data collected over the previous year. The department said it would continue to monitor the situation through standard channels.",politics,02-Aug-21,REAL
"BOMBSHELL: 5G networks conspiracy finally uncovered, mainstream media silent!!!",Insiders whispered the TRUTH about 5G networks and it is worse than you could ever imagine!!! They deleted the evidence about the deleted files but we saved it - share this before it disappears!!! The fact that this is not on the news proves EVERYTHING!!!,world,01-Aug-21,FAKE
"BOMBSHELL: the election conspiracy finally uncovered, mainstream media silent!!!",WAKE UP people!!! the election is a total LIE and we have PROOF!!! Everyone is talking about how the banned report was secretly changed overnight and NOBODY is asking questions!!! SHARE THIS before it gets taken down!!! WAKE UP!!!,entertainment,07-Jun-21,FAKE
Diplomatic update issued after border talks review,"Analysts said on 02-Sep-20 that diplomatic indicators remained within the expected range, citing official records. Independent observers who reviewed the materials in border talks described the process as routine and orderly. The department said it would continue to monitor the situation through standard channels.",technology,06-Apr-20,REAL
MIRACLE cure for 5G networks discovered - doctors HATE this one trick!!!,The mainstream media will NEVER show you this about 5G networks - 100% guaranteed!!! A former employee who wants to stay completely anonymous said the truth about the leaked memo is UNBELIEVABLE!!! SHARE THIS before it gets taken down!!! WAKE UP!!!,health,28-Mar-21,FAKE
Health update issued after public health review,A report published on 28-Dec-20 describes how health developments were documented by the agency. A spokesperson said the findings in public health were based on filings submitted under existing disclosure rules. Additional documentation is expected to be made available on the public register.,business,29-Jul-20,REAL
Government update issued after parliament review,"According to a statement issued on 08-Sep-19, the department reviewed government data for the quarter. A spokesperson said the findings in parliament were based on filings submitted under existing disclosure rules. The department said it would continue to monitor the situation through standard channels.",sports,28-Jan-21,REAL
"BOMBSHELL: the government conspiracy finally uncovered, mainstream media silent!!!",Insiders whispered the TRUTH about the government and it is worse than you could ever imagine!!! Everyone is talking about how the secret footage was secretly changed overnight and NOBODY is asking questions!!! SHARE THIS before it gets taken down!!! WAKE UP!!!,entertainment,03-Mar-20,FAKE
Health update issued after public health review,"Analysts said on 05-Jul-20 that health indicators remained within the expected range, citing official records. A spokesperson said the findings in public health were based on filings submitted under existing disclosure rules. Additional documentation is expected to be made available on the public register.",business,24-Oct-19,REAL
"BOMBSHELL: vaccines conspiracy finally uncovered, mainstream media silent!!!",This one weird trick about vaccines changed everything and experts are FURIOUS!!! They deleted the evidence about the banned report but we saved it - share this before it disappears!!! If you believe the official story you are being DECEIVED!!! Wake up sheeple!!!,conspiracies,16-Apr-19,FAKE
"BOMBSHELL: the media conspiracy finally uncovered, mainstream media silent!!!",WAKE UP people!!! the media is a total LIE and we have PROOF!!! Everyone is talking about how the leaked memo was secretly changed overnight and NOBODY is asking questions!!! Comment your reaction NOW and tag everyone you know!!!,conspiracies,17-Jul-19,FAKE
MIRACLE cure for the media discovered - doctors HATE this one trick!!!,Shocking new evidence about the media has just leaked and they are trying to BAN this article!!! A former employee who wants to stay completely anonymous said the truth about the deleted files is UNBELIEVABLE!!! SHARE THIS before it gets taken down!!! WAKE UP!!!,conspiracies,11-Nov-20,FAKE
Officials review diplomatic figures in summit records,A report published on 23-Feb-19 describes how diplomatic developments were documented by the agency. The announcement followed a month-long review in which the numbers were cross-checked against records from summit. The office declined to comment beyond the prepared statement.,technology,13-Apr-19,REAL
Officials review diplomatic figures in treaty records,"According to a statement issued on 04-Jun-19, the department reviewed diplomatic data for the quarter. The agency stated that further updates concerning treaty would be provided during the next scheduled briefing. No unusual activity was reported in connection with the matter.",sports,07-Nov-19,REAL
Officials review technology figures in software records,Officials confirmed on 24-Sep-19 that technology figures were released following a routine review. The agency stated that further updates concerning software would be provided during the next scheduled briefing. Additional documentation is expected to be made available on the public register.,business,12-Dec-19,REAL
Diplomatic update issued after diplomacy review,Officials confirmed on 04-Aug-19 that diplomatic figures were released following a routine review. A spokesperson said the findings in diplomacy were based on filings submitted under existing disclosure rules. The office declined to comment beyond the prepared statement.,world,04-Jul-20,REAL
Officials review technology figures in research records,"Analysts said on 23-Feb-19 that technology indicators remained within the expected range, citing official records. Researchers noted that the results, published in research, are consistent with data collected over the previous year. No unusual activity was reported in connection with the matter.",health,25-Nov-20,REAL
Diplomatic update issued after summit review,The ministry announced on 19-Jan-20 that diplomatic statistics had been verified by an independent auditor. The agency stated that further updates concerning summit would be provided during the next scheduled briefing. The office declined to comment beyond the prepared statement.,health,08-Dec-20,REAL
Government update issued after parliament review,Officials confirmed on 31-Jan-20 that government figures were released following a routine review. The agency stated that further updates concerning parliament would be provided during the next scheduled briefing. The office declined to comment beyond the prepared statement.,technology,19-May-20,REAL
Officials review diplomatic figures in border talks records,"The ministry announced on 11-Jun-20 that diplomatic statistics had been verified by an independent auditor. Researchers noted that the results, published in border talks, are consistent with data collected over the previous year. No unusual activity was reported in connection with the matter.",politics,09-Jul-19,REAL
Officials review diplomatic figures in treaty records,"Analysts said on 07-Apr-21 that diplomatic indicators remained within the expected range, citing official records. Independent observers who reviewed the materials in treaty described the process as routine and orderly. The office declined to comment beyond the prepared statement.",sports,29-Aug-20,REAL
Health update issued after public health review,Officials confirmed on 10-Aug-20 that health figures were released following a routine review. Independent observers who reviewed the materials in public health described the process as routine and orderly. The office declined to comment beyond the prepared statement.,technology,18-Apr-21,REAL
SHOCKING!!! 5G networks secret plan EXPOSED - what they don't want you to know!!!,Insiders whispered the TRUTH about 5G networks and it is worse than you could ever imagine!!! Documents that nobody can verify (for reasons that are OBVIOUS) show that the banned report was hidden from YOU!!! SHARE THIS before it gets taken down!!! WAKE UP!!!,politics,10-Aug-21,FAKE
You won't BELIEVE what insiders revealed about the election - banned truth!!!,The mainstream media will NEVER show you this about the election - 100% guaranteed!!! Anonymous sources claim that the deleted files proves the entire thing was staged from the beginning!!! If you believe the official story you are being DECEIVED!!! Wake up sheeple!!!,entertainment,29-Sep-19,FAKE
Officials review health figures in hospital records,A report published on 24-Jul-21 describes how health developments were documented by the agency. Independent observers who reviewed the materials in hospital described the process as routine and orderly. Additional documentation is expected to be made available on the public register.,technology,10-Feb-20,REAL
Government update issued after legislation review,"According to a statement issued on 13-Sep-21, the department reviewed government data for the quarter. The agency stated that further updates concerning legislation would be provided during the next scheduled briefing. Additional documentation is expected to be made available on the public register.",world,11-Oct-19,REAL
BREAKING: the election scandal destroys everything - share before it's deleted!!!,This one weird trick about the election changed everything and experts are FURIOUS!!! Documents that nobody can verify (for reasons that are OBVIOUS) show that the banned report was hidden from YOU!!! If you believe the official story you are being DECEIVED!!! Wake up sheeple!!!,health,13-Nov-19,FAKE
"BOMBSHELL: 5G networks conspiracy finally uncovered, mainstream media silent!!!",WAKE UP people!!! 5G networks is a total LIE and we have PROOF!!! Everyone is talking about how the secret footage was secretly changed overnight and NOBODY is asking questions!!! Comment your reaction NOW and tag everyone you know!!!,entertainment,19-Aug-19,FAKE
Officials review economy figures in markets records,The ministry announced on 17-Mar-19 that economy statistics had been verified by an independent auditor. The announcement followed a month-long review in which the numbers were cross-checked against records from markets. Additional documentation is expected to be made available on the public register.,business,01-Sep-21,REAL
Officials review economy figures in inflation records,"Analysts said on 28-Jan-21 that economy indicators remained within the expected range, citing official records. Independent observers who reviewed the materials in inflation described the process as routine and orderly. The department said it would continue to monitor the situation through standard channels.",sports,15-Jul-21,REAL
MIRACLE cure for the government discovered - doctors HATE this one trick!!!,Insiders whispered the TRUTH about the government and it is worse than you could ever imagine!!! Documents that nobody can verify (for reasons that are OBVIOUS) show that the leaked memo was hidden from YOU!!! The fact that this is not on the news proves EVERYTHING!!!,politics,15-Aug-19,FAKE
SHOCKING!!! the government secret plan EXPOSED - what they don't want you to know!!!,WAKE UP people!!! the government is a total LIE and we have PROOF!!! Everyone is talking about how the leaked memo was secretly changed overnight and NOBODY is asking questions!!! Comment your reaction NOW and tag everyone you know!!!,politics,12-Mar-21,FAKE
You won't BELIEVE what insiders revealed about 5G networks - banned truth!!!,This one weird trick about 5G networks changed everything and experts are FURIOUS!!! Anonymous sources claim that the banned report proves the entire thing was staged from the beginning!!! The fact that this is not on the news proves EVERYTHING!!!,conspiracies,28-Sep-20,FAKE
SHOCKING!!! vaccines secret plan EXPOSED - what they don't want you to know!!!,Insiders whispered the TRUTH about vaccines and it is worse than you could ever imagine!!! A former employee who wants to stay completely anonymous said the truth about the secret footage is UNBELIEVABLE!!! If you believe the official story you are being DECEIVED!!! Wake up sheeple!!!,politics,16-Feb-20,FAKE
Health update issued after clinic review,"According to a statement issued on 16-Jul-21, the department reviewed health data for the quarter. The announcement followed a month-long review in which the numbers were cross-checked against records from clinic. No unusual activity was reported in connection with the matter.",business,15-Feb-19,REAL
MIRACLE cure for the government discovered - doctors HATE this one trick!!!,Insiders whispered the TRUTH about the government and it is worse than you could ever imagine!!! Documents that nobody can verify (for reasons that are OBVIOUS) show that the leaked memo was hidden from YOU!!! The fact that this is not on the news proves EVERYTHING!!!,conspiracies,04-Feb-21,FAKE
Officials review technology figures in semiconductors records,"According to a statement issued on 13-Nov-20, the department reviewed technology data for the quarter. A spokesperson said the findings in semiconductors were based on filings submitted under existing disclosure rules. No unusual activity was reported in connection with the matter.",world,19-Dec-20,REAL
Health update issued after vaccine programme review,"Officials confirmed on 20-Jul-21 that health figures were released following a routine review. Researchers noted that the results, published in vaccine programme, are consistent with data collected over the previous year. Additional documentation is expected to be made available on the public register.",world,25-Jul-19,REAL
You won't BELIEVE what insiders revealed about 5G networks - banned truth!!!,WAKE UP people!!! 5G networks is a total LIE and we have PROOF!!! A former employee who wants to stay completely anonymous said the truth about the secret footage is UNBELIEVABLE!!! The fact that this is not on the news proves EVERYTHING!!!,entertainment,02-Dec-20,FAKE
Officials review health figures in vaccine programme records,Officials confirmed on 21-Mar-21 that health figures were released following a routine review. A spokesperson said the findings in vaccine programme were based on filings submitted under existing disclosure rules. No unusual activity was reported in connection with the matter.,business,11-Jun-20,REAL
Economy update issued after inflation review,"Analysts said on 09-Aug-21 that economy indicators remained within the expected range, citing official records. A spokesperson said the findings in inflation were based on filings submitted under existing disclosure rules. The office declined to comment beyond the prepared statement.",technology,03-May-20,REAL
BREAKING: 5G networks scandal destroys everything - share before it's deleted!!!,The mainstream media will NEVER show you this about 5G networks - 100% guaranteed!!! Documents that nobody can verify (for reasons that are OBVIOUS) show that the banned report was hidden from YOU!!! If you believe the official story you are being DECEIVED!!! Wake up sheeple!!!,conspiracies,03-Sep-20,FAKE
You won't BELIEVE what insiders revealed about vaccines - banned truth!!!,Shocking new evidence about vaccines has just leaked and they are trying to BAN this article!!! Documents that nobody can verify (for reasons that are OBVIOUS) show that the deleted files was hidden from YOU!!! The fact that this is not on the news proves EVERYTHING!!!,world,12-Jun-20,FAKE
MIRACLE cure for vaccines discovered - doctors HATE this one trick!!!,The mainstream media will NEVER show you this about vaccines - 100% guaranteed!!! Anonymous sources claim that the deleted files proves the entire thing was staged from the beginning!!! The fact that this is not on the news proves EVERYTHING!!!,conspiracies,06-Sep-19,FAKE
SHOCKING!!! the government secret plan EXPOSED - what they don't want you to know!!!,The mainstream media will NEVER show you this about the government - 100% guaranteed!!! Everyone is talking about how the banned report was secretly changed overnight and NOBODY is asking questions!!! Comment your reaction NOW and tag everyone you know!!!,politics,22-Sep-19,FAKE
Health update issued after vaccine programme review,"Analysts said on 13-Sep-20 that health indicators remained within the expected range, citing official records. Independent observers who reviewed the materials in vaccine programme described the process as routine and orderly. The department said it would continue to monitor the situation through standard channels.",business,23-Oct-20,REAL
Officials review government figures in ministry records,"Officials confirmed on 09-May-21 that government figures were released following a routine review. Researchers noted that the results, published in ministry, are consistent with data collected over the previous year. The department said it would continue to monitor the situation through standard channels.",business,28-Jul-21,REAL
You won't BELIEVE what insiders revealed about the government - banned truth!!!,Insiders whispered the TRUTH about the government and it is worse than you could ever imagine!!! Everyone is talking about how the secret footage was secretly changed overnight and NOBODY is asking questions!!! The fact that this is not on the news proves EVERYTHING!!!,conspiracies,22-Apr-19,FAKE
You won't BELIEVE what insiders revealed about the government - banned truth!!!,Shocking new evidence about the government has just leaked and they are trying to BAN this article!!! Everyone is talking about how the deleted files was secretly changed overnight and NOBODY is asking questions!!! SHARE THIS before it gets taken down!!! WAKE UP!!!,politics,02-Mar-20,FAKE
Officials review technology figures in software records,A report published on 16-Apr-21 describes how technology developments were documented by the agency. The agency stated that further updates concerning software would be provided during the next scheduled briefing. Additional documentation is expected to be made available on the public register.,world,17-Aug-19,REAL
BREAKING: the media scandal destroys everything - share before it's deleted!!!,WAKE UP people!!! the media is a total LIE and we have PROOF!!! Everyone is talking about how the banned report was secretly changed overnight and NOBODY is asking questions!!! SHARE THIS before it gets taken down!!! WAKE UP!!!,politics,30-Jan-20,FAKE
MIRACLE cure for 5G networks discovered - doctors HATE this one trick!!!,Insiders whispered the TRUTH about 5G networks and it is worse than you could ever imagine!!! Anonymous sources claim that the banned report proves the entire thing was staged from the beginning!!! SHARE THIS before it gets taken down!!! WAKE UP!!!,politics,08-Jul-20,FAKE
MIRACLE cure for the media discovered - doctors HATE this one trick!!!,The mainstream media will NEVER show you this about the media - 100% guaranteed!!! A former employee who wants to stay completely anonymous said the truth about the leaked memo is UNBELIEVABLE!!! If you believe the official story you are being DECEIVED!!! Wake up sheeple!!!,world,24-Jul-20,FAKE
Officials review health figures in public health records,"Analysts said on 10-May-20 that health indicators remained within the expected range, citing official records. A spokesperson said the findings in public health were based on filings submitted under existing disclosure rules. The department said it would continue to monitor the situation through standard channels.",business,19-Aug-19,REAL
Officials review government figures in legislation records,"According to a statement issued on 02-Feb-21, the department reviewed government data for the quarter. Researchers noted that the results, published in legislation, are consistent with data collected over the previous year. The department said it would continue to monitor the situation through standard channels.",world,20-Mar-19,REAL
Officials review diplomatic figures in treaty records,"Analysts said on 27-Nov-20 that diplomatic indicators remained within the expected range, citing official records. Independent observers who reviewed the materials in treaty described the process as routine and orderly. No unusual activity was reported in connection with the matter.",politics,08-Feb-20,REAL
Economy update issued after employment review,A report published on 21-Apr-21 describes how economy developments were documented by the agency. A spokesperson said the findings in employment were based on filings submitted under existing disclosure rules. No unusual activity was reported in connection with the matter.,sports,23-Apr-19,REAL
Officials review government figures in parliament records,"According to a statement issued on 14-Mar-19, the department reviewed government data for the quarter. Independent observers who reviewed the materials in parliament described the process as routine and orderly. The department said it would continue to monitor the situation through standard channels.",technology,08-Aug-19,REAL
BREAKING: vaccines scandal destroys everything - share before it's deleted!!!,Insiders whispered the TRUTH about vaccines and it is worse than you could ever imagine!!! Everyone is talking about how the deleted files was secretly changed overnight and NOBODY is asking questions!!! The fact that this is not on the news proves EVERYTHING!!!,world,30-Jul-19,FAKE
"BOMBSHELL: the election conspiracy finally uncovered, mainstream media silent!!!",Shocking new evidence about the election has just leaked and they are trying to BAN this article!!! Anonymous sources claim that the leaked memo proves the entire thing was staged from the beginning!!! Comment your reaction NOW and tag everyone you know!!!,politics,16-Apr-20,FAKE
Diplomatic update issued after diplomacy review,Officials confirmed on 08-May-20 that diplomatic figures were released following a routine review. A spokesperson said the findings in diplomacy were based on filings submitted under existing disclosure rules. No unusual activity was reported in connection with the matter.,sports,26-Oct-20,REAL
"BOMBSHELL: vaccines conspiracy finally uncovered, mainstream media silent!!!",Shocking new evidence about vaccines has just leaked and they are trying to BAN this article!!! Anonymous sources claim that the banned report proves the entire thing was staged from the beginning!!! SHARE THIS before it gets taken down!!! WAKE UP!!!,conspiracies,05-Apr-19,FAKE
You won't BELIEVE what insiders revealed about vaccines - banned truth!!!,Insiders whispered the TRUTH about vaccines and it is worse than you could ever imagine!!! A former employee who wants to stay completely anonymous said the truth about the secret footage is UNBELIEVABLE!!! The fact that this is not on the news proves EVERYTHING!!!,health,14-May-19,FAKE
Officials review health figures in hospital records,"According to a statement issued on 13-Nov-19, the department reviewed health data for the quarter. A spokesperson said the findings in hospital were based on filings submitted under existing disclosure rules. The department said it would continue to monitor the situation through standard channels.",technology,16-Jul-19,REAL
BREAKING: 5G networks scandal destroys everything - share before it's deleted!!!,Insiders whispered the TRUTH about 5G networks and it is worse than you could ever imagine!!! Anonymous sources claim that the banned report proves the entire thing was staged from the beginning!!! The fact that this is not on the news proves EVERYTHING!!!,conspiracies,23-Jun-19,FAKE
Officials review government figures in ministry records,A report published on 19-Dec-20 describes how government developments were documented by the agency. A spokesperson said the findings in ministry were based on filings submitted under existing disclosure rules. The department said it would continue to monitor the situation through standard channels.,business,28-Apr-21,REAL
MIRACLE cure for 5G networks discovered - doctors HATE this one trick!!!,Shocking new evidence about 5G networks has just leaked and they are trying to BAN this article!!! Anonymous sources claim that the banned report proves the entire thing was staged from the beginning!!! If you believe the official story you are being DECEIVED!!! Wake up sheeple!!!,world,24-Oct-19,FAKE
MIRACLE cure for the election discovered - doctors HATE this one trick!!!,Shocking new evidence about the election has just leaked and they are trying to BAN this article!!! Documents that nobody can verify (for reasons that are OBVIOUS) show that the leaked memo was hidden from YOU!!! If you believe the official story you are being DECEIVED!!! Wake up sheeple!!!,world,12-Sep-20,FAKE
BREAKING: vaccines scandal destroys everything - share before it's deleted!!!,WAKE UP people!!! vaccines is a total LIE and we have PROOF!!! They deleted the evidence about the leaked memo but we saved it - share this before it disappears!!! Comment your reaction NOW and tag everyone you know!!!,conspiracies,03-Jun-20,FAKE
Officials review technology figures in engineering records,A report published on 18-Mar-19 describes how technology developments were documented by the agency. The agency stated that further updates concerning engineering would be provided during the next scheduled briefing. Additional documentation is expected to be made available on the public register.,business,21-Feb-19,REAL
Government update issued after ministry review,"According to a statement issued on 20-Nov-20, the department reviewed government data for the quarter. The announcement followed a month-long review in which the numbers were cross-checked against records from ministry. The office declined to comment beyond the prepared statement.",sports,12-Jun-21,REAL
Technology update issued after semiconductors review,The ministry announced on 11-Dec-19 that technology statistics had been verified by an independent auditor. The agency stated that further updates concerning semiconductors would be provided during the next scheduled briefing. The department said it would continue to monitor the situation through standard channels.,world,29-Sep-20,REAL
Officials review technology figures in semiconductors records,"According to a statement issued on 17-Sep-20, the department reviewed technology data for the quarter. A spokesperson said the findings in semiconductors were based on filings submitted under existing disclosure rules. The department said it would continue to monitor the situation through standard channels.",technology,09-Aug-19,REAL
MIRACLE cure for vaccines discovered - doctors HATE this one trick!!!,WAKE UP people!!! vaccines is a total LIE and we have PROOF!!! Anonymous sources claim that the leaked memo proves the entire thing was staged from the beginning!!! The fact that this is not on the news proves EVERYTHING!!!,conspiracies,04-Feb-19,FAKE
Officials review health figures in hospital records,"Analysts said on 30-Jul-21 that health indicators remained within the expected range, citing official records. The announcement followed a month-long review in which the numbers were cross-checked against records from hospital. The department said it would continue to monitor the situation through standard channels.",sports,27-Jun-21,REAL
MIRACLE cure for the election discovered - doctors HATE this one trick!!!,Shocking new evidence about the election has just leaked and they are trying to BAN this article!!! They deleted the evidence about the deleted files but we saved it - share this before it disappears!!! If you believe the official story you are being DECEIVED!!! Wake up sheeple!!!,health,26-Apr-19,FAKE
BREAKING: the media scandal destroys everything - share before it's deleted!!!,The mainstream media will NEVER show you this about the media - 100% guaranteed!!! A former employee who wants to stay completely anonymous said the truth about the leaked memo is UNBELIEVABLE!!! The fact that this is not on the news proves EVERYTHING!!!,conspiracies,19-Aug-21,FAKE
SHOCKING!!! vaccines secret plan EXPOSED - what they don't want you to know!!!,Shocking new evidence about vaccines has just leaked and they are trying to BAN this article!!! They deleted the evidence about the banned report but we saved it - share this before it disappears!!! SHARE THIS before it gets taken down!!! WAKE UP!!!,entertainment,02-Apr-19,FAKE
Diplomatic update issued after diplomacy review,Officials confirmed on 09-Feb-19 that diplomatic figures were released following a routine review. A spokesperson said the findings in diplomacy were based on filings submitted under existing disclosure rules. Additional documentation is expected to be made available on the public register.,health,12-Apr-20,REAL
MIRACLE cure for 5G networks discovered - doctors HATE this one trick!!!,The mainstream media will NEVER show you this about 5G networks - 100% guaranteed!!! Everyone is talking about how the banned report was secretly changed overnight and NOBODY is asking questions!!! The fact that this is not on the news proves EVERYTHING!!!,entertainment,29-Jan-20,FAKE
Officials review economy figures in employment records,"Analysts said on 04-Dec-20 that economy indicators remained within the expected range, citing official records. The agency stated that further updates concerning employment would be provided during the next scheduled briefing. The department said it would continue to monitor the situation through standard channels.",politics,24-May-19,REAL
You won't BELIEVE what insiders revealed about 5G networks - banned truth!!!,WAKE UP people!!! 5G networks is a total LIE and we have PROOF!!! A former employee who wants to stay completely anonymous said the truth about the secret footage is UNBELIEVABLE!!! Comment your reaction NOW and tag everyone you know!!!,politics,31-Jan-21,FAKE
You won't BELIEVE what insiders revealed about 5G networks - banned truth!!!,WAKE UP people!!! 5G networks is a total LIE and we have PROOF!!! A former employee who wants to stay completely anonymous said the truth about the banned report is UNBELIEVABLE!!! SHARE THIS before it gets taken down!!! WAKE UP!!!,world,24-Jul-21,FAKE
Officials review health figures in hospital records,Officials confirmed on 02-Sep-19 that health figures were released following a routine review. The agency stated that further updates concerning hospital would be provided during the next scheduled briefing. The office declined to comment beyond the prepared statement.,technology,03-Sep-20,REAL
Officials review technology figures in research records,A report published on 15-Dec-20 describes how technology developments were documented by the agency. A spokesperson said the findings in research were based on filings submitted under existing disclosure rules. The office declined to comment beyond the prepared statement.,technology,14-Feb-19,REAL
Officials review economy figures in markets records,The ministry announced on 13-Sep-21 that economy statistics had been verified by an independent auditor. Independent observers who reviewed the materials in markets described the process as routine and orderly. The office declined to comment beyond the prepared statement.,technology,01-Mar-20,REAL
You won't BELIEVE what insiders revealed about 5G networks - banned truth!!!,WAKE UP people!!! 5G networks is a total LIE and we have PROOF!!! Documents that nobody can verify (for reasons that are OBVIOUS) show that the banned report was hidden from YOU!!! Comment your reaction NOW and tag everyone you know!!!,entertainment,08-Mar-21,FAKE
BREAKING: 5G networks scandal destroys everything - share before it's deleted!!!,Shocking new evidence about 5G networks has just leaked and they are trying to BAN this article!!! Everyone is talking about how the leaked memo was secretly changed overnight and NOBODY is asking questions!!! If you believe the official story you are being DECEIVED!!! Wake up sheeple!!!,health,16-Sep-19,FAKE
Officials review diplomatic figures in summit records,A report published on 04-Nov-19 describes how diplomatic developments were documented by the agency. The announcement followed a month-long review in which the numbers were cross-checked against records from summit. No unusual activity was reported in connection with the matter.,technology,22-Jan-20,REAL
